Name,Old_Price,Special_Price,Save,Material,Cleaning_Process,Pattern,Pile_height,Weight,Origin,Type,Product_Reviews,_id
Nourison Rustic Textures RUS05 Grey Rug,99.0,82.08,Save 17,"Polyester , Polypropylene",Easy to clean,Abstract,10.0,,Turkey,"Luxurious , Modern"," Brilliant look and texture. Got an amazing discount on it as well. Would recommend!  |  Looks perfect under my coffee table. The material is of high-quality and durable. Would recommend!   |  High-quality rug with amazing design. From order to delivery, everything was handled perfectly!   |  Stunningly abstract rug! Customer service was great, delivery was on-time.   |  Excellent abstract look! The whole ordering experience was great. Would recommend!   |  Affordable and high-quality rug! From order to delivery, everything was handled by The Rug Shop UK perfectly.  |  Great-quality rug with sturdy construction and unique texture! Got an amazing offer on it as well!   |  Exquisite abstract look and excellent texture! Apart from delayed delivery, happy with the whole ordering experience! ",67063052f386a3a7f262612c
Boston Duckegg Plain Shaggy Rug by Ultimate Rug,275.0,200.0,Save 27,Polyester,Easy to clean,Plain,60.0,,,"Handmade , Plain , Shaggy , Sparkle",,67063052f386a3a7f262612d
Orion OR07 Abstract Yellow Rug by Asiatic,79.0,46.8,Save 41,"Polyester , Polypropylene",Easy to clean,Abstract,11.0,2150,Turkey,Modern," Amazingly beautiful appeal! From order to delivery, The Rug Shop UK handled everything well!  |  The abstract pattern is really eye-catching! Got an amazing offer on it as well! -One Happy Customer!  |  Perfect Design and Quality! Affordable! The delivery was a bit delayed. Customer service was helpful!  |  Brilliant abstract pattern! Got an amazing deal on this one! A must have for everyone’s home!  |  Contemporary look! The quality is just great! The customer service was great. Delivery was earlier than expected! ",67063052f386a3a7f262612e
Tartan Red Chequered Rug by Ultimate Rug,27.5,20.0,Save 27,Polypropylene,Easy to clean,Chequered,15.0,,,"Modern , Tartan"," Stunning checkered look. Got an amazing discount on it as well. Would recommend!  |  Spectacular design. Pile is really soft and durable. Would definitely buy again! 
  |  Brilliant texture and pattern. Apart from a bit delay in delivery, everything was perfect!   |  Excellent look and high-quality pile. From order to delivery, The Rug Shop UK handled everything well!   |  Amazing checkered design. The tone is really eye-catching. Would highly recommend.  ",67063052f386a3a7f262612f
Orion OR05 Abstract Silver Rug by Asiatic,79.0,71.1,Save 10,"Polyester , Polypropylene",Easy to clean,Abstract,11.0,2150,Turkey,Modern," Brilliantly designed rug! Customer service was great! Delivery was quick! - One Happy Customer!   |  This rug looks perfect in my bedroom! The whole ordering experience was great! A must have!   |  Great-quality, alluring design and affordable! Apart from a bit delay in delivery, really happy with the purchase!   |  Absolutely beautiful rug with gorgeous silver hues! Got an excellent offer on it as well! Would recommend!   |  Amazing abstract pattern and modern tone! The material is really soft and sturdy as well. Happy with the purchase!   |  Really eye-catching abstract look! The material is of high-quality and easy to maintain. Would definitely buy again!  |  High-Quality pile and Cost-effective! The colour is exactly the same as shown. Would highly recommend it!  |  Stunning abstract pattern with contemporary feel! Though the rug is quite good, the delivery should have been on time. ",67063052f386a3a7f2626130
Rush CK951 Grey Beige Rug by Calvin Klein,75.0,49.96,Save 33,"Polyester , Polypropylene",Easy to clean,Abstract,8.0,,,Modern," Contemporary look and soft feel! Its quality is just amazing! Looks perfect in my bedroom! Would recommend!   |  Soft-textured, contemporary and high-quality! Delivery was a bit delayed, but customer service helped in resolving the issue!   |  The grey beige rug by The Rug Shop UK's Rush collection exudes modernity and style. Its sleek design seamlessly blends with my decor, and the quality is evident.  |  This amazingly abstract rug is a must have! The quality is top-notch! I got an amazing offer on it as well! Brilliant!   |  Amazing abstract look and soft feel! From order to delivery, The Rug Shop UK handled everything really well! Would definitely buy again!   |  Alluring abstract rug! The pile is of great quality and durable! Would highly recommend!  ",67063052f386a3a7f2626131
Mr Fox 25318 Denim Hand Tufted Wool Rug by Scion,129.0,116.1,Save 10,Wool,Easy to clean,Animal,17.0,2500,,"Handmade , Luxurious , Modern , Wool", Communication excellent ! Waiting for my rug was a bit long but I was informed when I ordered .  ,67063052f386a3a7f2626132
Think Rugs Michelle Collins MC04 Geometric Rug,314.99,187.85,Save 40,"Viscose , Wool",Easy to clean,Geometric,15.0,3000,,"Handmade , Luxurious , Modern , Wool",,67063052f386a3a7f2626133
Antiquarian Kilim 9111 Riad Orange Flatweave Rug by Louis De Poortere,399.0,359.1,Save 10,"Cotton , Wool",Professional Cleaning,"Abstract , Geometric",3.0,1500,Belgium,"Modern , Wool", Fab quality... Good quality... Great value for money... Would definitely recommend without any doubt. ,67063053f386a3a7f2626134
Luxe Faux Fur Charcoal Plain Shaggy Rug by HMC,37.13,27.0,Save 27,Polyester,Easy to clean,Plain,30.0,,,"Modern , Plain , Shaggy"," Stunning texture and tone! Customer service was great, delivery was a bit delayed!
  |  Exceptionally soft rug! Delivery was on time. Customer service was great!   |  Plain look, plush texture and high-quality pile. Got an amazing discount on it as well. Would recommend!   |  Amazingly soft look and texture. The entire ordering experience was hassle-less!   |  Plush look with classy tone. From order to delivery, The Rug Shop UK handled everything well!  ",67063053f386a3a7f2626135
Nourison Celestial CES14 Sunset Rug,36.0,27.22,Save 24,Polypropylene,Easy to clean,"Abstract , Graphics",6.0,2438,Turkey,Modern," I recently got a rug, and I'm in love with it! The colors are so vibrant, and the design is like a piece of art on my floor. It really adds a warm and cozy touch to my living room. I couldn't be happier with my purchase.  |  Brilliant design and colour! The pile is soft and easy to maintain! However delivery was a bit delayed!  |  Amazing pattern and colour! The texture is soft and warm. From order to delivery, everything was handled by The Rug Shop UK perfectly!   |  Stunning pattern, texture and quality! Customer service was really helpful! Delivery was quick!   |  Amazing texture, pattern and quality! The rug complements my interior perfectly! Would definitely buy again!   |  Great design, quality and material! The rug looks perfect in my bedroom! Its just brilliant!  ",67063053f386a3a7f2626136
Japanese Floral Midnight 039708 Wool Rug by Florence Broadhurst,495.0,445.5,Save 10,Wool,Easy to clean,Floral,17.0,2500,,"Handmade , Luxurious , Wool"," Everything was perfect. 5 stars for all that is Quality, delivery, and services. ",67063053f386a3a7f2626137
Maine Ivory Shaggy Wool Rug by Rug Guru,330.0,275.0,Save 17,Wool,Easy to clean,Plain,50.0,4000,India,"Luxurious , Plain , Shaggy , Wool",,67063053f386a3a7f2626138
Chicago Duck Egg Polyester Plain Rug by Origins,65.0,51.0,Save 22,Polyester,Easy to clean,Plain,50.0,1750,China,"Handmade , Modern , Plain , Shaggy"," Amazing texture, brilliant colour! This rug looks perfect in my lounge room! Delivery was a bit late, but customer service was helpful!  |  Great-quality, amazing texture and affordable! From order to delivery, The Rug Shop UK handled everything perfectly!   |  It’s a must have shaggy rug! From order to delivery, everything was handled smoothly by The Rug Shop UK!
  |  Luxurious shaggy looking rug with cool color! Got an amazing offer on it as well! A must have!   |  Brilliantly designed shaggy rug! Its perfect for my bedroom! Would recommend in a heartbeat!  |  Exquisite look, exceptional texture and plush! The whole ordering experience was brilliant! - One Happy Customer!   |  Affordable, soft and high quality! The product quality is just amazing! Got an amazing deal on this one! A must have!
  |  Extremely lush and exquisite! Apart from a bit delay in delivery, everything was satisfactory!
 ",67063053f386a3a7f2626139
5570 Cashmere Red Rug by HMC,60.5,44.0,Save 27,Polyester,Easy to clean,"Bordered , Floral",15.0,,,"Traditional , Persian", Looks great well worth it ,67063053f386a3a7f262613a
Noble House NH-5858 Beige/Brown Rug By Think Rugs 1,172.99,111.88,Save 35,"Acrylic , Polyester",Easy to clean,"Abstract , Optical/ (3D)",40.0,2800,,"Handmade , Modern , Shaggy"," Very nice but the ends could have been better folded and not being able to see the backing tape so much . But the look of the rug is better than we thought . 
Thank you .
Chris B  |  My new rug is a true favorite.  |  I recently acquired a rug that's a true masterpiece. The fusion of beige and brown tones adds warmth and elegance to my living space. The quality and attention to detail are remarkable, making it a valuable addition to my decor.  |  A beige/brown rug I recently acquired has proven to be a versatile and stylish choice for my decor. The neutral tones and classic design make it a timeless addition.  |  From ordering to delivery and quality of my purchase, excellent service. The football pitch rug has finished my son's bedroom off beautifully. I would recommend The Rug Shop to family and friends in a heartbeat. ",67063053f386a3a7f262613b
Noble Art 6529 391 Traditional Rug By Mastercraft,100.8,76.34,Save 24,Polypropylene,Easy to clean,"Bordered , Floral",10.5,2682,Belgium,Traditional,,67063053f386a3a7f262613c
Mad Men Griff 8550 Liberty Gold Flatweave Rug by Louis De Poortere,175.0,157.5,Save 10,"Cotton , Polyester",Professional Cleaning,Abstract,3.0,1500,Belgium,"Luxurious , Modern",,67063053f386a3a7f262613d
Aurora AU03 Solar Rug by Asiatic,89.0,62.49,Save 30,"Polyester , Polypropylene",Easy to clean,"Abstract , Optical/ (3D)",8.0,2250,Turkey,Modern," Very soft, high-quality and comfortable! The rug totally complements the tone of my room! Would highly recommend!  |  Soft texture and chic abstract pattern! Delivery was a bit delayed, but got full help from the customer service!  |  Arrived well packaged and was perfect! There was a slight delay in receiving my rug but Sam was very helpful and I have now ordered a second.  |  A contemporary rug I bought recently adds warmth and style to my living space, and it's a breeze to clean.  |  Brilliant pattern, high-quality and easy to maintain! From order to delivery, The Rug Shop UK handled everything well!   |  Excellent look and affordable! From order to delivery, The Rug Shop UK handled everything perfectly!  |  Perfect rug for my living room! Apart from delayed delivery, happy with the whole ordering experience!  |  High-quality Rug! Perfect for Bedroom! The material is really very soft! Would highly recommend! ",67063053f386a3a7f262613e
Carter Teal Wool Rug by Oriental Weavers,93.9,75.12,Save 20,Wool,Easy to clean,Striped,10.0,,Egypt,"Handmade , Luxurious , Modern , Striped , Wool"," We finally found the perfect rug to go in our family room and are happy with it so far. It would've been nice to have got it sooner, but otherwise we're happy with it.  |  Have had dealings with this company before and have found them excellent, especially when I had a problem. Would certainly deal with them again. ",67063053f386a3a7f262613f
Sunrise 22368 Multi Nature Print Rug by Think Rugs,70.99,47.81,Save 33,Polypropylene,Easy to clean,"Graphics , Nature Print",15.0,2000,,Modern," Loving the new look of my living room! Apart from delayed delivery, the whole ordering experience was okay!  |  The multi nature print rug has added a touch of nature's beauty to my decor. The vibrant colors and natureinspired design make it a true work of art. The quality and softness underfoot are exceptional.  |  My living room has a new centerpiece with a rug inspired by the beauty of nature. The design brings the outdoors inside, and the quality and attention to detail are truly remarkable.  |  A perfectly chic rug for my living room! The soft surface and multi-tones make it a focal point!
  |  The rug brings the beauty of nature indoors. The vibrant colors and natureinspired design make it a conversation piece in my living room. It's wellmade, and the quality is evident. This rug has truly brightened up my home.  |  Amazing rug with great look! Got an amazing offer on it as well! – One Happy Customer!
  |  Soft texture, brilliant look and high-quality! From order to delivery, everything went smooth and hassle free!
  |  Gorgeous nature print rug! The customer service and delivery were great! Happy with the purchase!
 ",67063053f386a3a7f2626140
Nourison Celestial CES02 Sealf Rug,36.0,27.22,Save 24,Polypropylene,Easy to clean,"Abstract , Graphics",6.0,2438,Turkey,Modern," Item itself was excellent and good value from suppliers but courier service let the overall experience down  |  My living space has been transformed into a captivating underwater world with a sealifeinspired rug. The artistry and color palette of this rug are truly enchanting.  |  The Celestial Sealife rug by Rug Shop UK is a beautiful and artistic addition to my home. The sealife design and vibrant colors make it a conversation piece in my living room. It's wellmade, and the quality is evident. This rug has truly brightened up my home.  |  This beautiful multicolored, abstract design rug is best for my drawing room centerpiece. The Rug Shop UK timely delivered it ensured that I have a smooth shopping experience. Highly recommended!  |  My rug was delivered a day late from the given delivery date. The rug arrived in good condition and my entire shopping experience went super smooth at the Rug Shop UK. Their customer services team was really responsive to my mails and queries.  |  I am supremely satisfied with the rug’s look and quality of the material, really a stunning abstract design. It was delivered without any delay. Found this one really good among the various rugs on The Rug Shop UK.  |  For me it is the best Rug in abstract designs on rug Shop UK. Fabric is really comfortable, soft and the rug is easy to clean and maintain. I will highly recommend using this rug.  |  Super soft, comfy texture and beautiful multicolored design. I loved this rug and will highly recommend using this one. Also the delivery was on time. Supremely Happy with the purchase. ",67063053f386a3a7f2626141
Gallery 9221 Orange Drip Flatweave Rug by Louis De Poortere,196.0,176.4,Save 10,Cotton,Professional Cleaning,Abstract,3.0,1500,Belgium,"Funky , Luxurious , Modern",,67063053f386a3a7f2626142
Orion OR02 Decor Grey Abstract Modern Distressed Textured Metallic Shimmer Soft-Touch Easy to Clean Rug,79.0,71.1,Save 10,"Polyester , Polypropylene",Easy to clean,Abstract,11.0,2150,Turkey,Modern," Lovely pattern and soft texture! The customer service was okay, delivery was a bit delayed though.  |  Extremely appealing abstract look and great quality! From order to delivery, everything went smooth and hassle free!   |  Brilliant Abstract Look! Great Quality! Affordable! The colour is similar as shown in the picture. Would recommend!  |  Great abstract pattern and stunning grey hues! The customer service and delivery were great! – One Happy Customer!  |  Stunning abstract pattern and high-quality pile! Got an amazing deal on this one! Would definitely buy again! ",67063053f386a3a7f2626143
Sarouk 561 C Traditional Rug by Oriental Weavers,119.99,101.8,Save 15,Polyester,Easy to clean,"Bordered , Floral",10.0,,,"Luxurious , Traditional , Persian",,67063053f386a3a7f2626144
Da Vinci 057 0801 3233 Traditional Rug by Mastercraft,100.8,76.12,Save 24,Polypropylene,Easy to clean,Floral,11.0,2734,Belgium,Traditional," I just wanted to let you know that I was very pleased with the rug, for the prompt dispatch and for the overall standard of service.
  |  Wonderful service, price and carpet. Would thoroughly recommend this company.  |  Great Quality and Value for money! Got an amazing deal on this one! Would definitely buy again!  |  Great quality! Practical! Got an amazing ordering experience! – One Happy Customer!  |  Stunning design and great material! The colour is similar as shown in the picture. Would highly recommend!  |  Pleased with the product looks good and appears well made. Ordering delivery all very easy.  |  Delivered on time, good quality, good price really pleased with the rug I purchased.  |  A stunning rug with great pattern and alluring tone! From order to delivery, everything went smooth and hassle free! Would recommend! ",67063054f386a3a7f2626145
Greek Key Flatweave Bordered Brown Rug by Oriental Weavers,19.4,16.58,Save 15,Polypropylene,Easy to clean,Bordered,,,Egypt,Traditional," In my home, I've opted for a classic bordered rug, and it brings a touch of elegance to the space. The rich tones lend it timeless charm.  |  Very pleased with the quality and appearance of the glasses. I would not hesitate to buy from selectspecs again.  |  Very quick delivery for this heavy duty, stable rug.  The design is pleasant to the eye and it is easy to maintain.    |  I love the classic look of the brown bordered flatweave rug. It adds a touch of elegance to my space, and the quality is topnotch.  |  The brown bordered flatweave rug is a classic, and it fits right in with my decor. The simple design adds a nice touch of elegance to my space.  |  The rug came quickly, is excellent quality and absolutely true to size, very pleased with it. Bought it for the kitchen to stop our puppy slipping on the tiles, works perfectly and doesn?t move.  |  The bordered brown rug from The Rug Shop UK has brought warmth and a timeless appeal to my space. The brown border and classic pattern make it a versatile choice for different settings.  |  Another gem is this bordered brown rug. This rug adds warmth and a touch of sophistication to my space. The brown border and pattern make it a timeless choice. ",67063054f386a3a7f2626146
